generated,log_probs,linear_probs,correct_answer
"['A', ')', ' We', 'il', ' Felix', ' test']","[-0.0001940041, -9.0883464e-07, -6.704273e-07, -1.0445127e-05, -0.00015622021, -4.8425554e-06]","[99.98060147175785, 99.9999091165773, 99.99993295729247, 99.99895549275502, 99.98437919917416, 99.99951574563252]",C
"['B', ')', ' Exc', 'ision', ' of', ' sac']","[-0.18031615, -9.0883464e-07, -7.89631e-07, -3.5835506e-05, 0.0, -1.9743013e-05]","[83.5006182472508, 99.9999091165773, 99.99992103693117, 99.99641651360841, 100.0, 99.9980257181892]",D
"['D', ')', ' Yellow', ' fever', ' live']","[-0.10518342, -9.0883464e-07, -4.00813e-06, -2.939851e-05, -2.220075e-06]","[90.01594002061692, 99.9999091165773, 99.99959918780326, 99.9970601922132, 99.99977799274644]",C
"['D', ')', ' M', 'uc', 'or']","[-0.00019686499, -1.504853e-06, -3.1281633e-07, 0.0, -3.7697225e-06]","[99.98031543866406, 99.99984951481323, 99.99996871837189, 100.0, 99.99962302846053]",D
"['A', ')', ' Qu', 'inine']","[-0.04715123, -9.0883464e-07, -4.3202e-07, -7.672237e-05]","[95.39431218629176, 99.9999091165773, 99.99995679800934, 99.99232805730858]",A
"['B', ')', ' Anti', ' psych', 'otics']","[-0.00011427152, -1.9361265e-07, -7.226629e-06, -5.2047206e-05, 0.0]","[99.98857350087414, 99.99998063873687, 99.9992773397112, 99.99479541484322, 100.0]",B
"['D', ')', ' Gran', 'ul', 'oma', ' ven', 'ereum']","[-0.2545432, -1.3856493e-06, -1.504853e-06, -6.392203e-06, -4.8425554e-06, -0.00026848805, 0.0]","[77.52705606791176, 99.99986143516601, 99.99984951481323, 99.99936078174301, 99.99951574563252, 99.9731547989691, 100.0]",D
"['A', ')', ' Pro', 'pt', 'osis']","[-0.00064940983, -3.1281633e-07, -1.0280384e-06, -1.1398757e-05, -4.1273333e-06]","[99.93508009909247, 99.99996871837189, 99.99989719621284, 99.99886013079656, 99.99958726752173]",A
"['A', ')', ' F', 'atty', ' streak', 's']","[-0.00043090762, -1.147242e-06, -5.5122365e-07, -1.2664457e-06, -4.3822154e-05, -4.723352e-06]","[99.95691852073547, 99.99988527586581, 99.9999448776502, 99.99987335551019, 99.99561788061766, 99.9995276659155]",A
"['A', ')', ' LD', 'H', '-', '1', '>', ' LD', 'H', '-', '2']","[-0.0025135928, -1.9361265e-07, -4.1273333e-06, -6.2729996e-06, -1.504853e-06, -1.7432603e-06, -0.13647318, -0.0016278101, -6.749814e-06, -6.704273e-07, 0.0]","[99.74895636291691, 99.99998063873687, 99.99958726752173, 99.99937270200753, 99.99984951481323, 99.99982567412195, 87.24297185109006, 99.83735140642675, 99.99932502087799, 99.99993295729247, 100.0]",A
"['A', ')', ' optimizing', ' w', ':p']","[-0.0008858494, -6.704273e-07, -0.00013893934, -2.8160932e-06, -5.4908094e-05]","[99.91145428487468, 99.99993295729247, 99.9861070311623, 99.99971839107651, 99.99450934134218]",D
"['B', ')', ' N', 'uch', 'al', ' transl', 'uc', 'ency']","[-0.03608508, -1.9361265e-07, -9.0883464e-07, -1.3544423e-05, -2.4584822e-06, -0.00020139472, -1.147242e-06, -1.4617256e-05]","[96.45582253781801, 99.99998063873687, 99.9999091165773, 99.99864556687253, 99.9997541520822, 99.97986255585552, 99.99988527586581, 99.99853828508316]",C
"['A', ')', ' Re', 'ceptor', ' activation']","[-0.0025088321, -1.0280384e-06, -3.1281633e-07, -3.1281633e-07, -0.00024727348]","[99.74943123890382, 99.99989719621284, 99.99996871837189, 99.99996871837189, 99.97527570895673]",A
"['B', ')', ' Between', ' ', '69', ' and', ' ', '76']","[-0.1199626, -5.5122365e-07, -5.6769813e-06, -1.9361265e-07, -3.8577193e-05, -1.2664457e-06, -4.3202e-07, -1.3856493e-06]","[88.69536081617929, 99.9999448776502, 99.9994323034814, 99.99998063873687, 99.99614235510903, 99.99987335551019, 99.99995679800934, 99.99986143516601]",B
"['B', ')', ' A', 'PT', 'T']","[-0.00023226479, -1.9361265e-07, -5.5122365e-07, -3.1281633e-07, -7.107425e-06]","[99.97677621813781, 99.99998063873687, 99.9999448776502, 99.99996871837189, 99.99928926002578]",B
"['A', ')', ' Chronic', ' sub', 'd', 'ural', ' hemat', 'oma', '.']","[-0.0008385769, -1.3856493e-06, -3.650519e-06, -9.968313e-06, -0.00033713103, -0.07359963, -0.16594996, -1.2664457e-06, -0.018222285]","[99.91617746073464, 99.99986143516601, 99.99963494876631, 99.99900317366834, 99.966292579228, 92.90435805685271, 84.70886214434788, 99.99987335551019, 98.19427369560185]",A
['C'],[-0.21554567],[80.61014547640029],A
"['C', ')', ' ', '9', ' months']","[-0.3115569, -1.9361265e-07, -6.704273e-07, -1.0087517e-05, -9.0883464e-07]","[73.2305941111837, 99.99998063873687, 99.99993295729247, 99.99899125338789, 99.9999091165773]",A
"['A', ')', ' D', 'uct', 'us', ' aer', 'ios', 'us']","[-1.1992637, -7.226629e-06, -3.9650025e-05, -1.0280384e-06, -1.473646e-05, -0.001086163, -0.0025879082, -1.0564331e-05]","[30.141606287484212, 99.9992773397112, 99.99603507610519, 99.99989719621284, 99.99852636485811, 99.89144266615224, 99.7415437547641, 99.99894357248024]",C
"['D', ')', ' ', '135', ' cm']","[-0.08872056, -7.89631e-07, -1.6643718e-05, -9.0883464e-07, -6.392203e-06]","[91.51012537435011, 99.99992103693117, 99.99833564205059, 99.9999091165773, 99.99936078174301]",A
"['C', ')', ' C', 'aptop', 'ril', ' enhanced', ' rad', 'ion', 'ucle', 'otide', ' scan']","[-0.04129504, -0.00067740795, -1.3856493e-06, 0.0, -5.9153886e-06, -0.003234871, -5.4385737e-06, -6.704273e-07, -0.009608988, -1.9816675e-06, -5.4385737e-06]","[95.95459837330826, 99.93228214389657, 99.99986143516601, 100.0, 99.99940846288958, 99.67703555579274, 99.9994561441089, 99.99993295729247, 99.04370308091772, 99.99980183344636, 99.9994561441089]",B
"['A', ')', ' Acts', ' as', ' em', 'uls', 'ifying', ' agent']","[-0.00030459944, -3.1281633e-07, -4.00813e-06, -1.3856493e-06, -1.3663626e-05, -3.1281633e-07, -5.5122365e-07, -4.3202e-07]","[99.96954469456996, 99.99996871837189, 99.99959918780326, 99.99986143516601, 99.99863364673469, 99.99996871837189, 99.9999448776502, 99.99995679800934]",A
"['C', ')', ' Ao', 'ic', ' st', 'en', 'osis']","[-0.0016184076, -5.5122365e-07, -0.45683983, -1.9385403e-05, -6.5994034e-05, -4.501419e-05, -5.3193703e-06]","[99.83829013153651, 99.9999448776502, 63.328176468020125, 99.99806147848957, 99.99340081435584, 99.99549868231234, 99.99946806438477]",C
"['A', ')', ' O', 'ste', 'op', 'etros', 'is']","[-7.2907846e-05, -1.3856493e-06, -1.147242e-06, -1.8624639e-06, -4.3202e-07, -1.9361265e-07, -1.11603495e-05]","[99.99270948117123, 99.99986143516601, 99.99988527586581, 99.99981375378344, 99.99995679800934, 99.99998063873687, 99.99888397127765]",D
"['D', ')', ' My', 'oglobin', 'uria']","[-0.00073756184, -3.1281633e-07, -1.0280384e-06, -3.392825e-05, -6.2729996e-06]","[99.92627100918743, 99.99996871837189, 99.99989719621284, 99.99660723255566, 99.99937270200753]",D
"['A', ')', ' Ore', 'xin']","[-0.00046594252, -9.0883464e-07, -5.5122365e-07, -2.4153549e-05]","[99.95341660143583, 99.9999091165773, 99.9999448776502, 99.99758467426946]",B
"['A', ')', ' Flo', 'cc', 'ul', 'on', 'od', 'ular', ' L', 'obe']","[-0.01221965, -1.2664457e-06, -4.1273333e-06, -3.1281633e-07, -1.92662e-05, -1.1756368e-05, -3.368984e-05, -3.9650025e-05, -7.076218e-05, -3.1281633e-07]","[98.78547067437698, 99.99987335551019, 99.99958726752173, 99.99996871837189, 99.9980733985592, 99.99882437011058, 99.99663107274964, 99.99603507610519, 99.9929240323584, 99.99996871837189]",A
"['A', ')', ' Vitamin', ' D']","[-5.0616763e-05, 0.0, -4.3202e-07, -4.3202e-07]","[99.99493845180068, 100.0, 99.99995679800934, 99.99995679800934]",A
"['C', ')', ' Re', 'peated', ' early', ' pregnancy', ' losses']","[-0.0018805659, -1.9361265e-07, -5.5122365e-07, -0.00015252856, -7.465036e-06, -0.00012047011, -1.5928495e-05]","[99.81212012561274, 99.99998063873687, 99.9999448776502, 99.98474830718894, 99.99925349918634, 99.98795371462323, 99.99840716318577]",C
"['A', ')', ' Ble', 'aching', ' powder']","[-0.0004156569, -1.147242e-06, -5.5122365e-07, -9.372295e-06, -3.8100377e-05]","[99.95844294733615, 99.99988527586581, 99.9999448776502, 99.99906277489198, 99.99619003488101]",B
"['C', ')', ' E', 'ct', 'opic', ' bru', 'ise']","[-0.0015128389, 0.0, -4.3202e-07, -1.8624639e-06, -8.418666e-06, -3.166338e-05, -1.9361265e-07]","[99.84883048639192, 100.0, 99.99995679800934, 99.99981375378344, 99.99915813694369, 99.99683371212795, 99.99998063873687]",C
"['C', ')', ' Ap', 'o', ' C', '-', '2', ' deficiency']","[-0.9457931, 0.0, -4.3202e-07, -1.147242e-06, -0.00012130453, -1.2664457e-06, -1.0280384e-06, -1.504853e-06]","[38.83714313429647, 100.0, 99.99995679800934, 99.99988527586581, 99.98787028270971, 99.99987335551019, 99.99989719621284, 99.99984951481323]",D
"['D', ')', ' Succ', 'ulus']","[-0.64083487, -4.604148e-06, -0.024410922, -0.0006092712]","[52.685238712935586, 99.99953958625991, 97.58846148964795, 99.93909143680085]",A
"['B', ')', ' Peripheral', ' zone']","[-0.01861318, -5.5122365e-07, -1.2664457e-06, -2.451116e-05]","[98.15589754599677, 99.9999448776502, 99.99987335551019, 99.9975489140396]",B
"['C', ')', ' Ca', ' lung', ' with', ' ect', 'opic', ' ACT', 'H', ' production']","[-0.0022976324, -3.1281633e-07, -0.00011021859, -1.2113979e-05, -4.3202e-07, -1.2113979e-05, -3.094816e-05, -1.504853e-06, -2.220075e-06, -1.147242e-06]","[99.77050051369059, 99.99996871837189, 99.98897874838455, 99.9987886094374, 99.99995679800934, 99.9987886094374, 99.99690523188893, 99.99984951481323, 99.99977799274644, 99.99988527586581]",C
"['A', ')', ' Cannabis']","[-0.085246235, -7.89631e-07, -1.1041146e-05]","[91.82861423722916, 99.99992103693117, 99.99889589149532]",A
"['D', ')', ' >', ' ', '5', ' years']","[-0.032793764, -1.2664457e-06, -1.3856493e-06, -0.00042578924, -1.8624639e-06, -1.7432603e-06]","[96.773812144912, 99.99987335551019, 99.99986143516601, 99.95743013953742, 99.99981375378344, 99.99982567412195]",C
"['A', ')', ' E', 'cth', 'ym', 'a', ' gang', 'ren', 'os', 'um']","[-0.59743476, -1.147242e-06, -1.6240566e-06, -5.3000836e-05, -1.8624639e-06, -4.00813e-06, -9.014684e-06, -9.4914985e-06, -7.89631e-07, -1.0280384e-06]","[55.02212769159047, 99.99988527586581, 99.99983759447187, 99.99470005685195, 99.99981375378344, 99.99959918780326, 99.99909853566321, 99.99905085465441, 99.99992103693117, 99.99989719621284]",A
"['C', ')', ' Less', ' than', ' ', '18', ' years']","[-0.01195323, -4.3202e-07, -1.7597347e-05, -2.6968896e-06, -3.2929079e-06, -9.4914985e-06, -1.2664457e-06]","[98.81179260566282, 99.99995679800934, 99.99824028078324, 99.99973031140365, 99.99967070975217, 99.99905085465441, 99.99987335551019]",C
"['A', ')', ' Stop', ' the', ' drug']","[-0.00011415232, -3.1281633e-07, -7.89631e-07, 0.0, -9.0883464e-07]","[99.98858541951282, 99.99996871837189, 99.99992103693117, 100.0, 99.9999091165773]",A
"['A', ')', ' Lip', 'opol', 'ys', 'ac', 'char', 'ide', '-', '1']","[-0.005671376, -1.3856493e-06, -3.1281633e-07, -1.2829201e-05, -3.1281633e-07, -9.729906e-06, -1.2664457e-06, -1.7835755e-05, -4.3202e-07, -7.89631e-07]","[99.43446758930901, 99.99986143516601, 99.99996871837189, 99.99871708812938, 99.99996871837189, 99.99902701413353, 99.99987335551019, 99.99821644040561, 99.99995679800934, 99.99992103693117]",A
"['C', ')', ' S', 'arc', 'oid', 'osis']","[-0.011830491, -5.5122365e-07, -3.1281633e-07, -5.5122365e-07, -3.1737043e-06, -8.180258e-06]","[98.82392141059891, 99.9999448776502, 99.99996871837189, 99.9999448776502, 99.99968263007362, 99.99918197754583]",C
"['B', ')', ' To', 'x', 'op', 'las', 'mos', 'is']","[-0.1462641, -9.0883464e-07, -9.0883464e-07, -4.4849444e-06, -2.868329e-05, -1.9361265e-07, 0.0, -4.5252596e-05]","[86.39295092695646, 99.9999091165773, 99.9999091165773, 99.99955150656574, 99.99713171213617, 99.99998063873687, 100.0, 99.99547484278833]",A
"['C', ')', ' ', '3']","[-0.20980157, -1.0280384e-06, -4.143808e-05, -9.0883464e-07]","[81.0745106161331, 99.99989719621284, 99.99585627785453, 99.9999091165773]",C
"['B', ')', ' Eth', 'os', 'ux', 'im', 'ide']","[-7.946405e-05, -5.5122365e-07, -6.704273e-07, -7.3458323e-06, -1.9816675e-06, -3.0545007e-06, -1.147242e-06]","[99.9920539107184, 99.9999448776502, 99.99993295729247, 99.99926541946806, 99.99980183344636, 99.9996945503965, 99.99988527586581]",B
"['C', ')', ' PET', ' Scan']","[-0.00023798658, -7.89631e-07, -7.822647e-06, -0.0007507825]","[99.97620417365599, 99.99992103693117, 99.99921773835968, 99.92494992666616]",C
"['A', ')', ' Beh', 'c', 'et', ' disease']","[-0.014413116, -6.704273e-07, -7.9418505e-06, -0.00010235115, -1.0280384e-06, -0.00046284322]","[98.56902557242645, 99.99993295729247, 99.99920581810365, 99.98976540877003, 99.99989719621284, 99.95372638753997]",A
"['A', ')', ' Enter', 'ov', 'irus', ' ', '70']","[-0.0005044196, -3.1281633e-07, -3.7697225e-06, -1.7432603e-06, -3.4121115e-06, -5.5122365e-07, 0.0]","[99.94957075981785, 99.99996871837189, 99.99962302846053, 99.99982567412195, 99.99965878943212, 99.9999448776502, 100.0]",A
"['B', ')', ' Cor', 'ac', 'ocl', 'av', 'icular', ' lig', 'ament']","[-0.16207922, -1.9361265e-07, -3.1281633e-07, -4.1273333e-06, -1.6240566e-06, -1.9361265e-07, -4.1273333e-06, -4.3202e-07, -1.147242e-06]","[85.03738352565419, 99.99998063873687, 99.99996871837189, 99.99958726752173, 99.99983759447187, 99.99998063873687, 99.99958726752173, 99.99995679800934, 99.99988527586581]",B
"['A', ')', ' Alma', ' ata']","[-0.00014537634, -5.5122365e-07, -2.220075e-06, -0.06635597]","[99.9854634226628, 99.9999448776502, 99.99977799274644, 93.57976890915631]",A
"['B', ')', ' Anti', ' psych', 'otics']","[-0.00018804391, -1.9361265e-07, -7.3458323e-06, -9.0073176e-05, -1.9361265e-07]","[99.98119737691479, 99.99998063873687, 99.99926541946806, 99.99099308804668, 99.99998063873687]",B
"['B', ')', ' PT', 'EN']","[-0.00018482542, -4.3202e-07, -1.6882126e-05, 0.0]","[99.98151916591657, 99.99995679800934, 99.99831180165023, 100.0]",B
"['A', ')', ' Pul', 'monary', ' or', 'ifice', ' and', ' atr', 'io', 'vent', 'ricular', ' or', 'ifice']","[-0.6291914, -2.8160932e-06, -5.5122365e-07, -4.4537377e-05, -3.0545007e-06, -1.3067608e-05, -1.0280384e-06, -1.1994775e-05, -5.4385737e-06, -9.014684e-06, -2.0815847e-05, -2.3392786e-06, -3.7697225e-06]","[53.30226288974333, 99.99971839107651, 99.9999448776502, 99.99554636147742, 99.9996945503965, 99.99869324773807, 99.99989719621284, 99.9988005296937, 99.9994561441089, 99.99909853566321, 99.99791843696482, 99.9997660724136, 99.99962302846053]",A
"['D', ')', ' ade']","[-2.1306825, -3.650519e-06, -9.639097e-05]","[11.875621507063693, 99.99963494876631, 99.99036136754603]",A
"['C', ')', ' Bucc', 'oph', 'ary', 'nge', 'al', ' fasc', 'ia']","[-3.395178, -1.8624639e-06, -3.3809047e-05, -3.1281633e-07, -3.2929079e-06, -4.365741e-06, -2.6968896e-06, -1.8624639e-06, -4.3202e-07]","[3.353458448482393, 99.99981375378344, 99.99661915245194, 99.99996871837189, 99.99967070975217, 99.99956342685299, 99.99973031140365, 99.99981375378344, 99.99995679800934]",D
"['A', ')', ' St', 'agn', 'ant', ' hyp', 'ox', 'ia']","[-0.10718345, -1.0280384e-06, -4.3202e-07, -8.10137e-05, -2.5703197e-05, -2.8921695e-05, 0.0, -1.9361265e-07]","[89.83608535741186, 99.99989719621284, 99.99995679800934, 99.99189895815212, 99.99742971333244, 99.99710787232281, 100.0, 99.99998063873687]",A
"['A', ')', ' M', 'TA']","[-0.000528607, -6.704273e-07, -6.749814e-06, 0.0]","[99.94715326880657, 99.99993295729247, 99.99932502087799, 100.0]",A
"['D', ')', ' <', ' ', '20']","[-0.12031093, -8.418666e-06, -1.0921943e-05, -0.002178216, 0.0]","[88.66447094139356, 99.99915813694369, 99.99890781166442, 99.78241545909393, 100.0]",D
"['B', ')', ' Di', 'iod', 'ot', 'y', 'ros', 'ine', ' (', 'D', 'IT', ')']","[-0.64885306, -4.3202e-07, -9.253091e-06, -5.3193703e-06, -6.1537958e-06, -2.577686e-06, -6.392203e-06, -7.58424e-06, -1.9816675e-06, -7.89631e-07, 0.0, -2.577686e-06]","[52.26448754436611, 99.99995679800934, 99.99907469518097, 99.99946806438477, 99.99938462231346, 99.99974223173223, 99.99936078174301, 99.99924157887602, 99.99980183344636, 99.99992103693117, 100.0, 99.99974223173223]",B
"['D', ')', ' Sil', 'ica']","[-0.00015074051, 0.0, -1.3856493e-06, -4.3202e-07]","[99.98492708507798, 100.0, 99.99986143516601, 99.99995679800934]",D
"['A', ')', ' Fl', 'uro', 'car', 'bons']","[-6.968935e-05, -5.5122365e-07, -0.0076766578, -2.546479e-05, -3.0545007e-06, -6.704273e-07]","[99.99303130782464, 99.9999448776502, 99.23527324830208, 99.9974535534225, 99.9996945503965, 99.99993295729247]",A
"['C', ')', ' Rh', 'iz', 'opus', ',', ' muc', 'or']","[-1.53769, -1.504853e-06, -4.1273333e-06, -2.9352968e-06, -1.18755715e-05, 0.0, -0.00014263466, -1.0280384e-06]","[21.487689419145063, 99.99984951481323, 99.99958726752173, 99.9997064707508, 99.99881244990144, 100.0, 99.98573755118395, 99.99989719621284]",A
"['C', ')', ' Ter', 'but', 'al', 'ine']","[-0.07228263, -1.9361265e-07, -1.504853e-06, -2.6968896e-06, -2.577686e-06, -4.3202e-07]","[93.02679370258939, 99.99998063873687, 99.99984951481323, 99.99973031140365, 99.99974223173223, 99.99995679800934]",C
"['B', ')', ' M', 'umps']","[-0.036998224, -2.3392786e-06, -3.1281633e-07, -1.0280384e-06]","[96.36778468393896, 99.9997660724136, 99.99996871837189, 99.99989719621284]",C
"['B', ')', ' High', ' grade', ' squ', 'amous', ' intra', 'ep', 'ith', 'elial', ' ne', 'op', 'las', 'ia']","[-0.00029315587, -3.1281633e-07, -5.5122365e-07, -4.406056e-05, -1.147242e-06, -3.1737043e-06, -7.107425e-06, -4.00813e-06, -5.4385737e-06, -3.1281633e-07, 0.0, -7.465036e-06, 0.0, -2.3392786e-06]","[99.97068870959835, 99.99996871837189, 99.9999448776502, 99.99559404106522, 99.99988527586581, 99.99968263007362, 99.99928926002578, 99.99959918780326, 99.9994561441089, 99.99996871837189, 100.0, 99.99925349918634, 100.0, 99.9997660724136]",B
"['D', ')', ' Coin', 'c', 'idental']","[-0.03439775, -1.9361265e-07, -3.1281633e-07, -9.253091e-06, -3.650519e-06]","[96.61871272696536, 99.99998063873687, 99.99996871837189, 99.99907469518097, 99.99963494876631]",B
"['A', ')', ' Median', ' cub', 'ital', ' vein']","[-1.3420663, -3.888926e-06, -4.246537e-06, -1.6166903e-05, -1.1398757e-05, -1.2948405e-05]","[26.13051754780943, 99.99961110815619, 99.99957534720166, 99.99838332276838, 99.99886013079656, 99.99870516788303]",C
"['B', ')', ' Sup', 'pression']","[-0.0039042153, -4.3202e-07, -6.704273e-07, -5.9153886e-06]","[99.61033962396358, 99.99995679800934, 99.99993295729247, 99.99940846288958]",B
"['D', ')', ' S', 'igmoid', ' colon']","[-0.110694036, -3.1281633e-07, 0.0, -1.147242e-06, -2.1769476e-05]","[89.52126098620651, 99.99996871837189, 100.0, 99.99988527586581, 99.99782307609534]",D
"['A', ')', ' ', '4', '-', '5', 'days']","[-0.74699485, -2.577686e-06, -7.1954215e-05, -2.8160932e-06, -3.7697225e-06, -1.147242e-06, -0.35848382]","[47.37882201790207, 99.99974223173223, 99.99280483736425, 99.99971839107651, 99.99962302846053, 99.99988527586581, 69.87349312783215]",A
"['C', ')', ' S', 'aph', 'en', 'of', 'em', 'oral', ' incompet', 'ency']","[-0.22660035, -3.1281633e-07, 0.0, -1.7239736e-05, -7.3458323e-06, -4.3202e-07, -3.2929079e-06, -2.577686e-06, -0.0005658994, -4.4849444e-06]","[79.72393353314034, 99.99996871837189, 100.0, 99.99827604126034, 99.99926541946806, 99.99995679800934, 99.99967070975217, 99.99974223173223, 99.94342606908656, 99.99955150656574]",C
"['D', '-C', '-A', '-B']","[-0.54448414, -0.46396965, -0.001028285, -2.3319124e-05]","[58.01409776867631, 62.878263773056354, 99.89722435038543, 99.99766811478887]",B
"['B', ')', ' Mal', 'on', 'ate']","[-0.00049703266, -4.3202e-07, -1.8624639e-06, -1.147242e-06, -4.0961266e-05]","[99.95030908402704, 99.99995679800934, 99.99981375378344, 99.99988527586581, 99.99590395729012]",B
"['A', ')', ' Rab', 'ies']","[-0.001076038, -4.3202e-07, -1.9361265e-07, -5.5122365e-07]","[99.89245407212948, 99.99995679800934, 99.99998063873687, 99.9999448776502]",B
"['D', ')', ' Pul', 'monary', ' T', '.B', '.']","[-0.87146384, -1.9361265e-07, -1.9361265e-07, -1.1637165e-05, -1.342522e-05, -1.6240566e-06, -3.1281633e-07]","[41.833871986330365, 99.99998063873687, 99.99998063873687, 99.99883629027116, 99.99865748701178, 99.99983759447187, 99.99996871837189]",C
"['C', ')', ' N', '-ac', 'etyl', ' glut', 'amate', ' synth', 'et', 'ase']","[-0.00013345598, -1.9361265e-07, -2.577686e-06, -1.9816675e-06, -2.220075e-06, -2.8160932e-06, -1.7432603e-06, -1.9361265e-07, -2.1650272e-05, -1.9361265e-07]","[99.98665529248531, 99.99998063873687, 99.99974223173223, 99.99980183344636, 99.99977799274644, 99.99971839107651, 99.99982567412195, 99.99998063873687, 99.99783499623655, 99.99998063873687]",C
